File Path,Chord Start,Chord End,Chord Name
/content/drive/MyDrive/Untitled_folder/progressions-small/Bb-5-I-VI-ii-V-maj-96.wav,0.0,10.031020408163265,N
/content/drive/MyDrive/Untitled_folder/progressions-small/C#-7-I-i#-ii-V-168.wav,0.0,10.031020408163265,N
/content/drive/MyDrive/Untitled_folder/progressions-small/G-5-iii-VI-ii-V-68.wav,0.0,10.031020408163265,N
/content/drive/MyDrive/Untitled_folder/progressions-small/C-6-I-IV7-iii-VI7-177.wav,0.0,10.031020408163265,N
/content/drive/MyDrive/Untitled_folder/progressions-small/D-7-I-i#-ii-V-247.wav,0.0,10.031020408163265,N
/content/drive/MyDrive/Untitled_folder/progressions-small/D-1-ii#-V#-ii-V-7.wav,0.0,2.089795918367347,F:min
/content/drive/MyDrive/Untitled_folder/progressions-small/D-1-ii#-V#-ii-V-7.wav,2.089795918367347,3.297233560090703,Bb:maj
/content/drive/MyDrive/Untitled_folder/progressions-small/D-1-ii#-V#-ii-V-7.wav,3.297233560090703,5.990748299319728,N
/content/drive/MyDrive/Untitled_folder/progressions-small/D-1-ii#-V#-ii-V-7.wav,5.990748299319728,8.219863945578231,A:maj
/content/drive/MyDrive/Untitled_folder/progressions-small/D-1-ii#-V#-ii-V-7.wav,8.219863945578231,10.031020408163265,N
/content/drive/MyDrive/Untitled_folder/progressions-small/G-2-ii-V-I-maj-23.wav,0.0,1.7647165532879818,A:min
/content/drive/MyDrive/Untitled_folder/progressions-small/G-2-ii-V-I-maj-23.wav,1.7647165532879818,3.8545124716553287,D:maj
/content/drive/MyDrive/Untitled_folder/progressions-small/G-2-ii-V-I-maj-23.wav,3.8545124716553287,5.944308390022676,G:maj
/content/drive/MyDrive/Untitled_folder/progressions-small/G-2-ii-V-I-maj-23.wav,5.944308390022676,8.034104308390022,N
/content/drive/MyDrive/Untitled_folder/progressions-small/G-3-I-i#-ii-V-95.wav,0.0,3.9938321995464854,G:maj
/content/drive/MyDrive/Untitled_folder/progressions-small/G-3-I-i#-ii-V-95.wav,3.9938321995464854,5.944308390022676,A:min
/content/drive/MyDrive/Untitled_folder/progressions-small/G-3-I-i#-ii-V-95.wav,5.944308390022676,8.591383219954649,D:maj
/content/drive/MyDrive/Untitled_folder/progressions-small/G-3-I-i#-ii-V-95.wav,8.591383219954649,10.031020408163265,N
/content/drive/MyDrive/Untitled_folder/progressions-small/Bb-1-ii-V-i-min-16.wav,0.0,1.7647165532879818,Eb:min
/content/drive/MyDrive/Untitled_folder/progressions-small/Bb-1-ii-V-i-min-16.wav,1.7647165532879818,3.7151927437641725,F:maj
/content/drive/MyDrive/Untitled_folder/progressions-small/Bb-1-ii-V-i-min-16.wav,3.7151927437641725,4.690430839002268,N
/content/drive/MyDrive/Untitled_folder/progressions-small/Bb-1-ii-V-i-min-16.wav,4.690430839002268,5.944308390022676,Bb:min
/content/drive/MyDrive/Untitled_folder/progressions-small/Bb-1-ii-V-i-min-16.wav,5.944308390022676,8.034104308390022,N
/content/drive/MyDrive/Untitled_folder/progressions-small/B-1-I-IV7-iii-VI7-103.wav,0.0,1.7182766439909298,B:maj
/content/drive/MyDrive/Untitled_folder/progressions-small/B-1-I-IV7-iii-VI7-103.wav,1.7182766439909298,3.622312925170068,E:maj
/content/drive/MyDrive/Untitled_folder/progressions-small/B-1-I-IV7-iii-VI7-103.wav,3.622312925170068,5.944308390022676,Eb:min
/content/drive/MyDrive/Untitled_folder/progressions-small/B-1-I-IV7-iii-VI7-103.wav,5.944308390022676,6.03718820861678,N
/content/drive/MyDrive/Untitled_folder/progressions-small/B-1-I-IV7-iii-VI7-103.wav,6.03718820861678,7.894784580498866,Ab:maj
/content/drive/MyDrive/Untitled_folder/progressions-small/B-1-I-IV7-iii-VI7-103.wav,7.894784580498866,10.031020408163265,N
/content/drive/MyDrive/Untitled_folder/progressions-small/C#-4-I-VI-ii-V-maj-117.wav,0.0,1.9504761904761905,Db:maj
/content/drive/MyDrive/Untitled_folder/progressions-small/C#-4-I-VI-ii-V-maj-117.wav,1.9504761904761905,3.7151927437641725,Bb:maj
/content/drive/MyDrive/Untitled_folder/progressions-small/C#-4-I-VI-ii-V-maj-117.wav,3.7151927437641725,5.944308390022676,Eb:min
/content/drive/MyDrive/Untitled_folder/progressions-small/C#-4-I-VI-ii-V-maj-117.wav,5.944308390022676,6.0836281179138325,N
/content/drive/MyDrive/Untitled_folder/progressions-small/C#-4-I-VI-ii-V-maj-117.wav,6.0836281179138325,7.430385487528345,Ab:maj
/content/drive/MyDrive/Untitled_folder/progressions-small/C#-4-I-VI-ii-V-maj-117.wav,7.430385487528345,10.031020408163265,N
/content/drive/MyDrive/Untitled_folder/progressions-small/D-4-iii-VI-ii-V-43.wav,0.0,0.9752380952380952,A:maj
/content/drive/MyDrive/Untitled_folder/progressions-small/D-4-iii-VI-ii-V-43.wav,0.9752380952380952,2.9257142857142857,Gb:min
/content/drive/MyDrive/Untitled_folder/progressions-small/D-4-iii-VI-ii-V-43.wav,2.9257142857142857,3.947392290249433,B:maj
/content/drive/MyDrive/Untitled_folder/progressions-small/D-4-iii-VI-ii-V-43.wav,3.947392290249433,5.944308390022676,G:maj
/content/drive/MyDrive/Untitled_folder/progressions-small/D-4-iii-VI-ii-V-43.wav,5.944308390022676,10.031020408163265,N
/content/drive/MyDrive/Untitled_folder/progressions-small/F-3-I-VI-ii-V-maj-247.wav,0.0,1.9969160997732427,F:maj
/content/drive/MyDrive/Untitled_folder/progressions-small/F-3-I-VI-ii-V-maj-247.wav,1.9969160997732427,3.900952380952381,D:maj
/content/drive/MyDrive/Untitled_folder/progressions-small/F-3-I-VI-ii-V-maj-247.wav,3.900952380952381,5.944308390022676,G:min
/content/drive/MyDrive/Untitled_folder/progressions-small/F-3-I-VI-ii-V-maj-247.wav,5.944308390022676,6.03718820861678,N
/content/drive/MyDrive/Untitled_folder/progressions-small/F-3-I-VI-ii-V-maj-247.wav,6.03718820861678,8.034104308390022,C:maj
/content/drive/MyDrive/Untitled_folder/progressions-small/F-3-I-VI-ii-V-maj-247.wav,8.034104308390022,10.031020408163265,N
/content/drive/MyDrive/Untitled_folder/progressions-small/Ab-2-ii#-V#-ii-V-161.wav,0.0,1.8575963718820863,B:min
/content/drive/MyDrive/Untitled_folder/progressions-small/Ab-2-ii#-V#-ii-V-161.wav,1.8575963718820863,3.8545124716553287,N
/content/drive/MyDrive/Untitled_folder/progressions-small/Ab-2-ii#-V#-ii-V-161.wav,3.8545124716553287,5.944308390022676,Bb:min
/content/drive/MyDrive/Untitled_folder/progressions-small/Ab-2-ii#-V#-ii-V-161.wav,5.944308390022676,6.03718820861678,N
/content/drive/MyDrive/Untitled_folder/progressions-small/Ab-2-ii#-V#-ii-V-161.wav,6.03718820861678,7.987664399092971,Eb:maj
/content/drive/MyDrive/Untitled_folder/progressions-small/Ab-2-ii#-V#-ii-V-161.wav,7.987664399092971,10.031020408163265,N
/content/drive/MyDrive/Untitled_folder/progressions-small/G-6-I-IV7-iii-VI7-212.wav,0.0,10.031020408163265,N
/content/drive/MyDrive/Untitled_folder/progressions-small/Ab-1-I-i#-ii-V-87.wav,0.0,0.7894784580498866,Ab:maj
/content/drive/MyDrive/Untitled_folder/progressions-small/Ab-1-I-i#-ii-V-87.wav,0.7894784580498866,3.3901133786848074,C:maj
/content/drive/MyDrive/Untitled_folder/progressions-small/Ab-1-I-i#-ii-V-87.wav,3.3901133786848074,3.9938321995464854,Gb:maj
